Raw_ID,ID,CPP_ID,PPP_ID,MS_ID,USZ_ID,Tissue,Batch,Date,Year,Month,Day
GUOT_PC1_170127_CPP130_SW,PPPB224,CPP130,PPP115,PC1,G_2008.0668,N,5,170127,17,1,27
GUOT_PC2_170217_CPP452_SW,PPPB225,CPP452,PPP178,PC2,G_2009.0190,T,17,170217,17,2,17
GUOT_PC3_161121_SW_2UG_3,PPPB226,SW,PC15AQUA,PC3,NA,A,0,161121,16,11,21
GUOT_PC5_170729_CPP691_SW,PPPB227,CPP691,RP566,PC5,G_2012.0248,T,30,170729,17,7,29
GUOT_PC2_170127_CPP49_SW,PPPB228,CPP49,PPP44,PC2,G_2008.0158,T,2,170127,17,1,27
GUOT_PC3_170210_CPP497_SW,PPPB229,CPP497,PPP427,PC3,G_2011.0369,N,19,170210,17,2,10
GUOT_PC2_170127_CPP43_SW,PPPB230,CPP43,PPP40,PC2,G_2008.0129,T,2,170127,17,1,27
GUOT_170728_PC1_CPP582_SW,PPPB231,CPP582,CTRL9,PC1,NA,C,24,170728,17,7,28
GUOT_PC3_170125_CPP67_SW,PPPB232,CPP67,PPP61,PC3,G_2008.0283,N,3,170125,17,1,25
GUOT_PC2_170213_CPP92B_SW,PPPB233,CPP92B,PPP82,PC2,G_2008.0418,T,4,170213,17,2,13
GUOT_PC3_170202_CPP282_SW,PPPB234,CPP282,RP277,PC3,G_2010.0037,N,11,170202,17,2,2
GUOT_PC2_170210_CPP87_SW,PPPB235,CPP87,PPP78,PC2,G_2008.0399,T,4,170210,17,2,10
GUOT_PC2_170201_CPP252_SW,PPPB236,CPP252,PPP252,PC2,G_2009.0710,T,10,170201,17,2,1
GUOT_PC4_170223_CPP225_SW,PPPB237,CPP225,PPP229,PC4,G_2009.0584,N,9,170223,17,2,23
GUOT_PC3_170217_CPP202_SW,PPPB238,CPP202,PPP203,PC3,G_2009.0413,N,8,170217,17,2,17
GUOT_PC2_170203_CPP376_SW,PPPB239,CPP376,PPP358,PC2,G_2010.0623,T,14,170203,17,2,3
GUOT_PC2_170217_CPP436_SW,PPPB240,CPP436,CTRL3D,PC2,NA,C,17,170217,17,2,17
GUOT_PC4_170223_CPP229_SW,PPPB241,CPP229,PPP232,PC4,G_2009.0588,T,9,170223,17,2,23
GUOT_170803_PC6_PCPOOL33_SW,PPPB242,PCPOOL33,PC15AQUA,PC6,NA,A,30,170803,17,8,3
GUOT_PC4_161121_SW_2UG_3,PPPB243,SW,PC15AQUA,PC4,NA,A,0,161121,16,11,21
GUOT_PC5_170802_CPP692,PPPB244,CPP692,CTRL10C,PC5,NA,C,31,170802,17,8,2
GUOT_PC1_170215_CPP405_SW,PPPB245,CPP405,PPP384,PC1,G_2011.0004,T,15,170215,17,2,15
GUOT_PC2_170203_CPP363_SW,PPPB246,CPP363,PPP347,PC2,G_2010.0525,N,14,170203,17,2,3
GUOT_PC4_170301_CPP492_SW,PPPB247,CPP492,CTRL5C,PC4,NA,C,19,170301,17,3,1
GUOT_170802_PC1_CPP665_SW,PPPB248,CPP665,PPP546,PC1,G_2012.0125,T,29,170802,17,8,2
GUOT_PC2_170220_CPP458B_SW,PPPB249,CPP458B,RP191,PC2,G_2009.0285,N,17,170220,17,2,20
GUOT_PC4_170301_CPP494_SW,PPPB250,CPP494,PPP424,PC4,G_2011.0349,T,19,170301,17,3,1
GUOT_170728_PC6_CPP640_SW,PPPB251,CPP640,PPP526,PC6,G_2011.1162,T,27,170728,17,7,28
GUOT_PC1_170206_CPP452_SW,PPPB252,CPP452,PPP178,PC1,G_2009.0190,T,17,170206,17,2,6
GUOT_PC4_170124_CPP87_SW,PPPB253,CPP87,PPP78,PC4,G_2008.0399,T,4,170124,17,1,24
GUOT_PC3_170213_CPP35_SW,PPPB254,CPP35,PPP32,PC3,G_2008.0070,T,2,170213,17,2,13
GUOT_PC4_170714_CPP673_SW,PPPB255,CPP673,PPP552,PC4,G_2012.0143,T,29,170714,17,7,14
GUOT_PC3_170130_CPP190_SW,PPPB256,CPP190,PPP193,PC3,G_2009.0296,N,7,170130,17,1,30
GUOT_170728_PC1_CPP584_SW,PPPB257,CPP584,PPP506,PC1,G_2011.0992,T,24,170728,17,7,28
GUOT_PC5_170730_CPP580_SW,PPPB258,CPP580,PPP503,PC5,G_2011.0955,N,23,170730,17,7,30
GUOT_PC4_170718_CPP591_SW,PPPB259,CPP591,RP513,PC4,G_2011.1040,N,24,170718,17,7,18
GUOT_PC3_170206_PCPOOL16_SW,PPPB260,PCPOOL16,PC15AQUA,PC3,NA,A,15,170206,17,2,6
GUOT_PC2_170213_CPP97_SW,PPPB261,CPP97,PPP87,PC2,G_2008.0499,N,4,170213,17,2,13
GUOT_PC2_170130_CPP161_SW,PPPB262,CPP161,PPP142,PC2,G_2007.0918,T,6,170130,17,1,30
GUOT_PC3_170206_CPP412_SW,PPPB263,CPP412,PPP391,PC3,G_2011.0065,N,15,170206,17,2,6
GUOT_PC4_170711_CPP543_SW,PPPB264,CPP543,RP475,PC4,G_2011.0718,N,21,170711,17,7,11
GUOT_170803_PC6_CPP677_SW,PPPB265,CPP677,PPP555,PC6,G_2012.0173,N,30,170803,17,8,3
GUOT_PC4_170301_CPP511_SW,PPPB266,CPP511,PPP439,PC4,G_2011.0431,N,19,170301,17,3,1
GUOT_170731_PC1_CPP618_SW,PPPB267,CPP618,PPP449,PC1,G_2011.0483,N,26,170731,17,7,31
GUOT_PC4_170130_CPP321_SW,PPPB268,CPP321,PPP311,PC4,G_2010.0250,N,12,170130,17,1,30
GUOT_170731_PC1_CPP620_SW,PPPB269,CPP620,PPP451,PC1,G_2011.0491,N,26,170731,17,7,31
GUOT_PC1_170215_CPP398_SW,PPPB270,CPP398,PPP377,PC1,G_2010.0794,N,15,170215,17,2,15
GUOT_PC2_170215_CPP282_SW,PPPB271,CPP282,RP277,PC2,G_2010.0037,N,11,170215,17,2,15
GUOT_PC1_170215_CPP402_SW,PPPB272,CPP402,PPP381,PC1,G_2010.0870,N,15,170215,17,2,15
GUOT_PC2_170206_CPP474_SW,PPPB273,CPP474,RP406,PC2,G_2011.0236,T,18,170206,17,2,6
GUOT_PC4_170227_CPP465_SW,PPPB274,CPP465,PPP399,PC4,G_2011.0212,N,18,170227,17,2,27
GUOT_PC4_170227_CPP477_SW,PPPB275,CPP477,PPP408,PC4,G_2011.0238,T,18,170227,17,2,27
GUOT_170801_PC6_CPP535_SW,PPPB276,CPP535,PPP469,PC6,G_2011.0675,N,21,170801,17,8,1
GUOT_PC4_170718_CPP594_SW,PPPB277,CPP594,PPP515,PC4,G_2011.1053,N,24,170718,17,7,18
GUOT_PC2_170201_CPP270_SW,PPPB278,CPP270,PPP267,PC2,G_2009.0816,N,10,170201,17,2,1
GUOT_PC3_170130_CPP178_SW,PPPB279,CPP178,PPP182,PC3,G_2009.0205,T,7,170130,17,1,30
GUOT_PC3_170215_CPP42B_SW,PPPB280,CPP42B,PPP39,PC3,G_2008.0129,N,2,170215,17,2,15
GUOT_PC6_170727_CPP580_SW,PPPB281,CPP580,PPP503,PC6,G_2011.0955,N,23,170727,17,7,27
GUOT_PC3_170215_CPP385_SW,PPPB282,CPP385,RP368,PC3,G_2010.0700,T,14,170215,17,2,15
GUOT_PC2_170213_CPP103_SW,PPPB283,CPP103,RP92,PC2,G_2008.0524,T,4,170213,17,2,13
GUOT_PC4_170224_CPP177_SW,PPPB284,CPP177,PPP181,PC4,G_2009.0205,N,7,170224,17,2,24
GUOT_PC4_170124_CPP82_SW,PPPB285,CPP82,CTRL1B,PC4,NA,C,4,170124,17,1,24
GUOT_PC3_170130_CPP170_SW,PPPB286,CPP170,PPP175,PC3,G_2009.0184,N,7,170130,17,1,30
GUOT_PC3_170130_CPP168_SW,PPPB287,CPP168,PPP174,PC3,G_2009.0171,T,7,170130,17,1,30
GUOT_PC1_170215_CPP411_SW,PPPB288,CPP411,PPP390,PC1,G_2011.0031,T,15,170215,17,2,15
GUOT_PC1_170206_CPP437_SW,PPPB289,CPP437,PPP153,PC1,G_2009.0072,N,17,170206,17,2,6
GUOT_PC2_170217_CPP439_SW,PPPB290,CPP439,PPP157,PC2,G_2009.0099,N,17,170217,17,2,17
GUOT_170731_PC1_CPP619_SW,PPPB291,CPP619,PPP450,PC1,G_2011.0483,T,26,170731,17,7,31
GUOT_PC4_170224_CPP172_SW,PPPB292,CPP172,PPP177,PC4,G_2009.0190,N,7,170224,17,2,24
GUOT_170803_PC1_CPP603_SW,PPPB293,CPP603,PPP228,PC1,G_2009.0571,T,25,170803,17,8,3
GUOT_PC3_170210_CPP512_SW,PPPB294,CPP512,PPP440,PC3,G_2011.0431,T,19,170210,17,2,10
GUOT_PC3_170206_CPP387_SW,PPPB295,CPP387,PPP369,PC3,G_2010.0709,N,15,170206,17,2,6
GUOT_PC1_170202_CPP330_SW,PPPB296,CPP330,CTRL6,PC1,NA,C,13,170202,17,2,2
GUOT_170801_PC6_CPP542_SW,PPPB297,CPP542,PPP475,PC6,G_2011.0718,N,21,170801,17,8,1
GUOT_PC1_170127_CPP110_SW,PPPB298,CPP110,CTRL1C,PC1,NA,C,5,170127,17,1,27
GUOT_170802_PC1_CPP671_SW,PPPB299,CPP671,RP550,PC1,G_2012.0130,T,29,170802,17,8,2
GUOT_PC3_170210_CPP495_SW,PPPB300,CPP495,PPP425,PC3,G_2011.0367,N,19,170210,17,2,10
GUOT_PC3_170206_CPP410_SW,PPPB301,CPP410,PPP389,PC3,G_2011.0031,N,15,170206,17,2,6
GUOT_PC1_170127_CPP112_SW,PPPB302,CPP112,PPP100,PC1,G_2008.0573,T,5,170127,17,1,27
GUOT_PC4_170712_CPP601_SW,PPPB303,CPP601,PPP226,PC4,G_2009.0563,T,25,170712,17,7,12
GUOT_PC1_170727_CPP522_SW,PPPB304,CPP522,RP458,PC1,G_2011.0555,T,20,170727,17,7,27
GUOT_PC3_170130_CPP172_SW,PPPB305,CPP172,PPP177,PC3,G_2009.0190,N,7,170130,17,1,30
GUOT_PC2_170206_CPP485_SW,PPPB306,CPP485,PPP416,PC2,G_2011.0309,T,18,170206,17,2,6
GUOT_PC2_170215_CPP300_SW,PPPB307,CPP300,PPP293,PC2,G_2010.0142,N,11,170215,17,2,15
GUOT_PC6_170727_CPP566_SW,PPPB308,CPP566,CTRL8C,PC6,NA,C,23,170727,17,7,27
GUOT_PC4_170714_CPP669_SW,PPPB309,CPP669,PPP549,PC4,G_2012.0130,N,29,170714,17,7,14
GUOT_PC4_170130_CPP323_SW,PPPB310,CPP323,PPP313,PC4,G_2010.0255,N,12,170130,17,1,30
GUOT_170730_PC1_CPP647_SW,PPPB311,CPP647,PPP531,PC1,G_2012.0015,N,28,170730,17,7,30
GUOT_PC2_170127_CPP46_SW,PPPB312,CPP46,RP42,PC2,G_2008.0133,T,2,170127,17,1,27
GUOT_PC4_170224_CPP187_SW,PPPB313,CPP187,PPP190,PC4,G_2009.0283,T,7,170224,17,2,24
GUOT_PC3_170215_CPP379_SW,PPPB314,CPP379,PPP361,PC3,G_2010.0655,N,14,170215,17,2,15
GUOT_PC4_170130_CPP314_SW,PPPB315,CPP314,PPP304,PC4,G_2010.0176,T,12,170130,17,1,30
GUOT_PC1_170202_CPP337_SW,PPPB316,CPP337,PPP324,PC1,G_2010.0318,T,13,170202,17,2,2
GUOT_PC2_170127_CPP29_SW,PPPB317,CPP29,CTRL2,PC2,NA,C,2,170127,17,1,27
GUOT_PC4_170127_CPP204_SW,PPPB318,CPP204,PPP205,PC4,G_2009.0416,N,8,170127,17,1,27
GUOT_PC1_170127_CPP19_SW,PPPB319,CPP19,PPP20,PC1,G_2007.0812,T,1,170127,17,1,27
GUOT_PC2_170213_CPP108_SW,PPPB320,CPP108,PPP97,PC2,G_2008.0551,N,4,170213,17,2,13
GUOT_170730_PC6_CPP704_SW,PPPB321,CPP704,PPP578,PC6,G_2012.0412,T,31,170730,17,7,30
GUOT_PC2_170215_CPP276_SW,PPPB322,CPP276,PPP272,PC2,G_2010.0014,T,11,170215,17,2,15
GUOT_PC5_170731_PCPOOL30_SW,PPPB323,PCPOOL30,PC15AQUA,PC5,NA,A,27,170731,17,7,31
GUOT_PC1_170206_CPP439_SW,PPPB324,CPP439,PPP157,PC1,G_2009.0099,N,17,170206,17,2,6
GUOT_PC1_170127_CPP121_SW,PPPB325,CPP121,PPP107,PC1,G_2008.0632,N,5,170127,17,1,27
GUOT_PC4_170201_CPP419_SW,PPPB326,CPP419,PPP123,PC4,G_2008.0755,N,16,170201,17,2,1
GUOT_PC2_170208_CPP114_SW,PPPB327,CPP114,RP101,PC2,G_2008.0576,N,5,170208,17,2,8
GUOT_PC1_170215_CPP413_SW,PPPB328,CPP413,PPP392,PC1,G_2011.0065,T,15,170215,17,2,15
GUOT_PC2_170130_CPP159_SW,PPPB329,CPP159,PPP140,PC2,G_2007.0916,T,6,170130,17,1,30
GUOT_PC4_170223_CPP224_SW,PPPB330,CPP224,PPP224,PC4,G_2009.0520,T,9,170223,17,2,23
GUOT_PC4_170227_CPP486_SW,PPPB331,CPP486,PPP417,PC4,G_2011.0321,N,18,170227,17,2,27
GUOT_PC3_170130_CPP75B_SW,PPPB332,CPP75B,PPP69,PC3,G_2008.0321,N,3,170130,17,1,30
GUOT_170731_PC6_CPP648_SW,PPPB333,CPP648,PPP532,PC6,G_2012.0015,T,28,170731,17,7,31
GUOT_PC2_170220_CPP461_SW,PPPB334,CPP461,PPP194,PC2,G_2009.0296,T,17,170220,17,2,20
GUOT_PC4_170227_CPP467_SW,PPPB335,CPP467,PPP401,PC4,G_2011.0216,N,18,170227,17,2,27
GUOT_PC2_170130_CPP146_SW,PPPB336,CPP146,PPP129,PC2,G_2008.0850,N,6,170130,17,1,30
GUOT_PC4_170127_CPP203_SW,PPPB337,CPP203,PPP204,PC4,G_2009.0413,T,8,170127,17,1,27
GUOT_PC3_170125_CPP55_SW,PPPB338,CPP55,PPP51,PC3,G_2008.0194,N,3,170125,17,1,25
GUOT_PC1_170208_CPP81_SW,PPPB339,CPP81,PPP74,PC1,G_2008.0344,T,3,170208,17,2,8
GUOT_170803_PC1_CPP601_SW,PPPB340,CPP601,PPP226,PC1,G_2009.0563,T,25,170803,17,8,3
GUOT_PC3_170213_CPP30_SW,PPPB341,CPP30,PPP27,PC3,G_2007.0883,N,2,170213,17,2,13
GUOT_PC2_170220_CPP303_SW,PPPB342,CPP303,PPP295,PC2,G_2010.0145,N,12,170220,17,2,20
GUOT_PC2_170201_CPP262_SW,PPPB343,CPP262,PPP260,PC2,G_2009.0776,T,10,170201,17,2,1
GUOT_PC3_170217_CPP220_SW,PPPB344,CPP220,PPP221,PC3,G_2009.0508,N,8,170217,17,2,17
GUOT_PC4_170711_CPP534_SW,PPPB345,CPP534,CTRL8B,PC4,NA,C,21,170711,17,7,11
GUOT_PC1_170727_CPP527_SW,PPPB346,CPP527,PPP462,PC1,G_2011.0587,T,20,170727,17,7,27
GUOT_PC2_170127_CPP30_SW,PPPB347,CPP30,PPP27,PC2,G_2007.0883,N,2,170127,17,1,27
GUOT_PC2_170215_CPP294_SW,PPPB348,CPP294,PPP287,PC2,G_2010.0112,N,11,170215,17,2,15
GUOT_PC2_170220_CPP320_SW,PPPB349,CPP320,PPP310,PC2,G_2010.0242,T,12,170220,17,2,20
GUOT_PC1_170208_CPP67_SW,PPPB350,CPP67,PPP61,PC1,G_2008.0283,N,3,170208,17,2,8
GUOT_PC3_170210_CPP500_SW,PPPB351,CPP500,PPP429,PC3,G_2011.0384,N,19,170210,17,2,10
GUOT_PC3_170217_CPP213_SW,PPPB352,CPP213,RP214,PC3,G_2009.0465,T,8,170217,17,2,17
GUOT_PC4_170227_CPP483_SW,PPPB353,CPP483,PPP414,PC4,G_2011.0276,T,18,170227,17,2,27
GUOT_PC2_170217_CPP442_SW,PPPB354,CPP442,PPP164,PC2,G_2009.0137,T,17,170217,17,2,17
GUOT_PC4_170227_CPP491_SW,PPPB355,CPP491,PPP422,PC4,G_2011.0344,T,18,170227,17,2,27
GUOT_PC1_170727_CPP529_SW,PPPB356,CPP529,PPP464,PC1,G_2011.0617,T,20,170727,17,7,27
GUOT_PC1_170727_CPP519_SW,PPPB357,CPP519,PPP457,PC1,G_2011.0555,N,20,170727,17,7,27
GUOT_170730_PC1_CPP659_SW,PPPB358,CPP659,PPP540,PC1,G_2012.0090,T,28,170730,17,7,30
GUOT_PC1_170127_CPP15_SW,PPPB359,CPP15,PPP16,PC1,G_2007.0764,T,1,170127,17,1,27
GUOT_PC1_170210_CPP156_SW,PPPB360,CPP156,PPP137,PC1,G_2009.0025,N,6,170210,17,2,10
GUOT_PC1_170125_CPP1_SW,PPPB361,CPP1,CTRL1,PC1,NA,C,1,170125,17,1,25
GUOT_PC1_170131_CPP232_SW,PPPB362,CPP232,RP234,PC1,G_2009.0599,T,9,170131,17,1,31
GUOT_PC3_170220_CPP336_SW,PPPB363,CPP336,PPP323,PC3,G_2010.0318,N,13,170220,17,2,20
GUOT_PC4_170718_CPP585_SW,PPPB364,CPP585,PPP509,PC4,G_2011.1024,N,24,170718,17,7,18
GUOT_PC5_170729_CPP687_SW,PPPB365,CPP687,RP563,PC5,G_2012.0229,N,30,170729,17,7,29
GUOT_PC4_170301_CPP509_SW,PPPB366,CPP509,PPP437,PC4,G_2011.0418,N,19,170301,17,3,1
GUOT_PC5_170729_CPP689_SW,PPPB367,CPP689,PPP565,PC5,G_2012.0248,N,30,170729,17,7,29
GUOT_PC3_170215_CPP377_SW,PPPB368,CPP377,PPP359,PC3,G_2010.0653,N,14,170215,17,2,15
GUOT_PC2_170127_CPP45_SW,PPPB369,CPP45,PPP42,PC2,G_2008.0133,T,2,170127,17,1,27
GUOT_PC2_170220_CPP327B_SW,PPPB370,CPP327B,PPP316,PC2,G_2010.0269,T,12,170220,17,2,20
GUOT_PC4_170203_CPP5_SW,PPPB371,CPP5,PPP4,PC4,G_2007.0673,T,1,170203,17,2,3
GUOT_PC3_170217_CPP221_SW,PPPB372,CPP221,PPP222,PC3,G_2009.0508,T,8,170217,17,2,17
GUOT_PC1_170125_CPP10_SW,PPPB373,CPP10,PPP9,PC1,G_2007.0700,N,1,170125,17,1,25
GUOT_170801_PC6_CPP546_SW,PPPB374,CPP546,PPP478,PC6,G_2011.0720,T,21,170801,17,8,1
GUOT_PC3_170220_CPP357_SW,PPPB375,CPP357,PPP342,PC3,G_2010.0473,T,13,170220,17,2,20
GUOT_PC3_170215_CPP368_SW,PPPB376,CPP368,PPP351,PC3,G_2010.0541,N,14,170215,17,2,15
GUOT_170728_PC1_CPP593_SW,PPPB377,CPP593,RP514,PC1,G_2011.1040,T,24,170728,17,7,28
GUOT_PC3_170202_CPP299_SW,PPPB378,CPP299,PPP292,PC3,G_2010.0140,T,11,170202,17,2,2
GUOT_PC1_170131_CPP228_SW,PPPB379,CPP228,PPP231,PC1,G_2009.0588,N,9,170131,17,1,31
GUOT_PC1_170206_CPP461_SW,PPPB380,CPP461,PPP194,PC1,G_2009.0296,T,17,170206,17,2,6
GUOT_PC1_170215_CPP412_SW,PPPB381,CPP412,PPP391,PC1,G_2011.0065,N,15,170215,17,2,15
GUOT_170731_PC6_CPP650_SW,PPPB382,CPP650,PPP533,PC6,G_2012.0030,N,28,170731,17,7,31
GUOT_PC4_170127_CPP210_SW,PPPB383,CPP210,PPP212,PC4,G_2009.0462,T,8,170127,17,1,27
GUOT_PC2_170203_CPP381_SW,PPPB384,CPP381,PPP365,PC2,G_2010.0666,N,14,170203,17,2,3
GUOT_PC1_170217_CPP254_SW,PPPB385,CPP254,RP253,PC1,G_2009.0729,N,10,170217,17,2,17
GUOT_PC4_170127_CPP219_SW,PPPB386,CPP219,PPP220,PC4,G_2009.0488,T,8,170127,17,1,27
GUOT_PC1_170727_CPP530_SW,PPPB387,CPP530,PPP465,PC1,G_2011.0621,N,20,170727,17,7,27
GUOT_PC1_170727_PCPOOL23_SW,PPPB388,PCPOOL23,PC15AQUA,PC1,NA,A,20,170727,17,7,27
GUOT_PC2_170220_CPP309_SW,PPPB389,CPP309,RP300,PC2,G_2010.0155,T,12,170220,17,2,20
GUOT_PC3_170206_CPP401_SW,PPPB390,CPP401,PPP380,PC3,G_2010.0868,T,15,170206,17,2,6
GUOT_170730_PC1_CPP658_SW,PPPB391,CPP658,RP539,PC1,G_2012.0090,N,28,170730,17,7,30
GUOT_PC1_170202_CPP341_SW,PPPB392,CPP341,PPP328,PC1,G_2010.0379,T,13,170202,17,2,2
GUOT_PC2_170201_CPP261_SW,PPPB393,CPP261,PPP259,PC2,G_2009.0776,N,10,170201,17,2,1
GUOT_PC1_170131_CPP224_SW,PPPB394,CPP224,PPP224,PC1,G_2009.0520,T,9,170131,17,1,31
GUOT_PC4_170203_CPP1_SW,PPPB395,CPP1,CTRL1,PC4,NA,C,1,170203,17,2,3
GUOT_170803_PC1_CPP609_SW,PPPB396,CPP609,PPP397,PC1,G_2011.0143,N,25,170803,17,8,3
GUOT_PC2_170206_CPP491_SW,PPPB397,CPP491,PPP422,PC2,G_2011.0344,T,18,170206,17,2,6
GUOT_PC2_170208_CPP113_SW,PPPB398,CPP113,PPP101,PC2,G_2008.0576,N,5,170208,17,2,8
GUOT_PC2_170130_CPP156_SW,PPPB399,CPP156,PPP137,PC2,G_2009.0025,N,6,170130,17,1,30
GUOT_PC2_170206_CPP484_SW,PPPB400,CPP484,PPP415,PC2,G_2011.0309,N,18,170206,17,2,6
GUOT_PC5_170731_CPP629_SW,PPPB401,CPP629,PPP517,PC5,G_2011.1067,N,27,170731,17,7,31
GUOT_PC2_170210_CPP84_SW,PPPB402,CPP84,PPP76,PC2,G_2008.0377,T,4,170210,17,2,10
GUOT_PC2_170206_CPP468_SW,PPPB403,CPP468,PPP402,PC2,G_2011.0216,T,18,170206,17,2,6
GUOT_170803_PC1_CPP606_SW,PPPB404,CPP606,PPP395,PC1,G_2011.0130,N,25,170803,17,8,3
GUOT_PC4_170130_CPP318_SW,PPPB405,CPP318,PPP308,PC4,G_2010.0227,T,12,170130,17,1,30
GUOT_PC4_170227_CPP473_SW,PPPB406,CPP473,PPP406,PC4,G_2011.0236,T,18,170227,17,2,27
GUOT_PC3_170130_CPP177_SW,PPPB407,CPP177,PPP181,PC3,G_2009.0205,N,7,170130,17,1,30
GUOT_PC4_170203_CPP14_SW,PPPB408,CPP14,PPP15,PC4,G_2007.0764,N,1,170203,17,2,3
GUOT_PC5_170731_CPP642_SW,PPPB409,CPP642,PPP527,PC5,G_2012.0008,N,27,170731,17,7,31
GUOT_PC2_170208_CPP117_SW,PPPB410,CPP117,PPP104,PC2,G_2008.0599,T,5,170208,17,2,8
GUOT_PC3_170217_CPP209_SW,PPPB411,CPP209,PPP211,PC3,G_2009.0462,N,8,170217,17,2,17
GUOT_PC1_170208_CPP71_SW,PPPB412,CPP71,PPP65,PC1,G_2008.0302,N,3,170208,17,2,8
GUOT_PC3_170130_CPP188_SW,PPPB413,CPP188,PPP191,PC3,G_2009.0285,N,7,170130,17,1,30
GUOT_PC2_170130_CPP143_SW,PPPB414,CPP143,PPP127,PC2,G_2008.0814,N,6,170130,17,1,30
GUOT_PC1_170217_CPP269_SW,PPPB415,CPP269,PPP266,PC1,G_2009.0841,T,10,170217,17,2,17
GUOT_PC3_170130_CPP180_SW,PPPB416,CPP180,PPP184,PC3,G_2009.0261,T,7,170130,17,1,30
GUOT_PC4_170223_CPP240_SW,PPPB417,CPP240,PPP242,PC4,G_2009.0662,T,9,170223,17,2,23
GUOT_170730_PC1_CPP646_SW,PPPB418,CPP646,PPP530,PC1,G_2012.0010,T,28,170730,17,7,30
GUOT_PC4_170223_CPP241_SW,PPPB419,CPP241,PPP243,PC4,G_2009.0687,N,9,170223,17,2,23
GUOT_PC2_170127_CPP36_SW,PPPB420,CPP36,PPP33,PC2,G_2008.0082,N,2,170127,17,1,27
GUOT_PC4_170224_CPP180_SW,PPPB421,CPP180,PPP184,PC4,G_2009.0261,T,7,170224,17,2,24
GUOT_PC3_170213_PCPOOL2_SW,PPPB422,PCPOOL2,PC15AQUA,PC3,NA,A,2,170213,17,2,13
GUOT_170728_PC6_CPP633_SW,PPPB423,CPP633,RP520,PC6,G_2011.1101,T,27,170728,17,7,28
GUOT_PC3_170202_CPP295_SW,PPPB424,CPP295,PPP288,PC3,G_2010.0112,T,11,170202,17,2,2
GUOT_PC3_170213_CPP38_SW,PPPB425,CPP38,PPP35,PC3,G_2008.0090,N,2,170213,17,2,13
GUOT_170801_PC6_CPP538_SW,PPPB426,CPP538,PPP472,PC6,G_2011.0692,T,21,170801,17,8,1
GUOT_PC4_170301_CPP505_SW,PPPB427,CPP505,PPP433,PC4,G_2011.0393,N,19,170301,17,3,1
GUOT_PC4_170203_CPP16_SW,PPPB428,CPP16,PPP17,PC4,G_2007.0803,N,1,170203,17,2,3
GUOT_PC3_170213_CPP45_SW,PPPB429,CPP45,PPP42,PC3,G_2008.0133,T,2,170213,17,2,13
GUOT_PC4_170301_CPP500_SW,PPPB430,CPP500,PPP429,PC4,G_2011.0384,N,19,170301,17,3,1
GUOT_PC5_170730_CPP566_SW,PPPB431,CPP566,CTRL8C,PC5,NA,C,23,170730,17,7,30
GUOT_PC4_170301_CPP499_SW,PPPB432,CPP499,PPP428,PC4,G_2011.0369,T,19,170301,17,3,1
GUOT_PC5_170731_CPP630_SW,PPPB433,CPP630,PPP518,PC5,G_2011.1067,T,27,170731,17,7,31
GUOT_PC3_170202_CPP296_SW,PPPB434,CPP296,PPP289,PC3,G_2010.0125,N,11,170202,17,2,2
GUOT_PC6_170727_CPP567_SW,PPPB435,CPP567,PPP493,PC6,G_2011.0848,N,23,170727,17,7,27
GUOT_PC3_170202_CPP281_SW,PPPB436,CPP281,PPP277,PC3,G_2010.0037,N,11,170202,17,2,2
GUOT_PC1_170727_CPP526_SW,PPPB437,CPP526,RP461,PC1,G_2011.0587,N,20,170727,17,7,27
GUOT_PC3_161121_SW_2UG_3,PPPB438,SW,PC15AQUA,PC3,NA,A,0,161121,16,11,21
GUOT_PC4_170203_CPP20_SW,PPPB439,CPP20,PPP21,PC4,G_2007.0857,N,1,170203,17,2,3
GUOT_PC2_170220_CPP323B_SW,PPPB440,CPP323B,PPP313,PC2,G_2010.0255,N,12,170220,17,2,20
GUOT_PC2_170203_CPP365_SW,PPPB441,CPP365,PPP349,PC2,G_2010.0535,N,14,170203,17,2,3
GUOT_170731_PC6_CPP649_SW,PPPB442,CPP649,RP532,PC6,G_2012.0015,T,28,170731,17,7,31
GUOT_PC3_170220_CPP349_SW,PPPB443,CPP349,PPP335,PC3,G_2010.0427,N,13,170220,17,2,20
GUOT_PC3_170210_CPP515_SW,PPPB444,CPP515,PPP443,PC3,G_2011.0447,N,19,170210,17,2,10
GUOT_PC1_170131_CPP231_SW,PPPB445,CPP231,PPP234,PC1,G_2009.0599,T,9,170131,17,1,31
GUOT_PC5_170802_CPP694,PPPB446,CPP694,PPP570,PC5,G_2012.0323,T,31,170802,17,8,2
GUOT_PC2_170215_CPP287_SW,PPPB447,CPP287,PPP281,PC2,G_2010.0097,N,11,170215,17,2,15
GUOT_PC4_170124_CPP104_SW,PPPB448,CPP104,PPP93,PC4,G_2008.0540,N,4,170124,17,1,24
GUOT_PC4_161121_SW_2UG_1,PPPB449,SW,PC15AQUA,PC4,NA,A,0,161121,16,11,21
GUOT_PC3_170210_CPP492_SW,PPPB450,CPP492,CTRL5C,PC3,NA,C,19,170210,17,2,10
GUOT_PC6_170727_CPP568_SW,PPPB451,CPP568,PPP494,PC6,G_2011.0848,T,23,170727,17,7,27
GUOT_PC4_170223_CPP227_SW,PPPB452,CPP227,PPP230,PC4,G_2009.0584,T,9,170223,17,2,23
